State,Date,Total,Category,lag_1,lag_7,lag_30,rolling_mean_4,rolling_std_4,month,quarter,week,year
Nebraska,2022-01-16,53150979,Beverages,55591360.0,37588635.0,34362096.0,46226411.25,9501958.795797331,1,1,2,2022
Nebraska,2022-01-23,51763722,Beverages,53150979.0,37152745.0,33478486.0,49928419.25,7320240.155206633,1,1,3,2022
Nebraska,2022-01-30,52701276,Beverages,51763722.0,37862667.0,33873493.0,53301834.25,1632089.1490774266,1,1,4,2022
Nebraska,2022-02-13,53101321,Beverages,52701276.0,39394564.0,36015324.0,52679324.5,642741.2179462496,2,1,6,2022
Nebraska,2022-02-20,52975864,Beverages,53101321.0,36955690.0,41167687.0,52635545.75,604747.9396753756,2,1,7,2022
Nebraska,2022-02-27,53752358,Beverages,52975864.0,39207616.0,38636851.0,53132704.75,445602.5423277412,2,1,8,2022
Nebraska,2022-03-13,56276418,Beverages,53752358.0,55591360.0,35500363.0,54026490.25,1538080.7335816103,3,1,10,2022
Nebraska,2022-03-20,56673575,Beverages,56276418.0,53150979.0,37204752.0,54919553.75,1831024.0214565576,3,1,11,2022
Nebraska,2022-03-27,55527165,Beverages,56673575.0,51763722.0,39276359.0,55557379.0,1293821.7664699259,3,1,12,2022
Nebraska,2022-04-17,60373972,Beverages,55527165.0,52701276.0,39540825.0,57212782.5,2160397.2332369103,4,2,15,2022
Nebraska,2022-04-24,57413627,Beverages,60373972.0,53101321.0,40873410.0,57497084.75,2068993.1186475577,4,2,16,2022
Nebraska,2022-05-15,62192915,Beverages,57413627.0,52975864.0,40807178.0,58876919.75,2977642.9433699646,5,2,19,2022
Nebraska,2022-05-22,62018499,Beverages,62192915.0,53752358.0,43312046.0,60499753.25,2214601.658583085,5,2,20,2022
Nebraska,2022-05-29,61734864,Beverages,62018499.0,56276418.0,43628649.0,60839976.25,2292018.9354653284,5,2,21,2022
Nebraska,2022-06-19,64947062,Beverages,61734864.0,56673575.0,42034852.0,62723335.0,1494453.729814132,6,2,24,2022
Nebraska,2022-06-26,64803843,Beverages,64947062.0,55527165.0,41661965.0,63376067.0,1736193.8983529573,6,2,25,2022
Nebraska,2022-07-17,63405634,Beverages,64803843.0,60373972.0,41901680.0,63722850.75,1496657.9673662772,7,3,28,2022
Nebraska,2022-07-24,62820540,Beverages,63405634.0,57413627.0,42930174.0,63994269.75,1046797.5753042976,7,3,29,2022
Nebraska,2022-07-31,62361079,Beverages,62820540.0,62192915.0,42263728.0,63347774.0,1060664.481373528,7,3,30,2022
Nebraska,2022-08-14,63717536,Beverages,62361079.0,62018499.0,42011140.0,63076197.25,604593.1705047268,8,3,32,2022
Nebraska,2022-08-21,62001822,Beverages,63717536.0,61734864.0,39592255.0,62725244.25,741547.9930948217,8,3,33,2022
Nebraska,2022-08-28,62691105,Beverages,62001822.0,64947062.0,39895508.0,62692885.5,738822.5163066619,8,3,34,2022
Nebraska,2022-09-18,61544262,Beverages,62691105.0,64803843.0,38787217.0,62488681.25,945166.4792058014,9,3,37,2022
Nebraska,2022-09-25,59888531,Beverages,61544262.0,63405634.0,37588635.0,61531430.0,1192392.0669134127,9,3,38,2022
Nebraska,2022-10-16,58606007,Beverages,59888531.0,62820540.0,37152745.0,60682476.25,1799938.678624253,10,4,41,2022
Nebraska,2022-10-23,58055609,Beverages,58606007.0,62361079.0,37862667.0,59523602.25,1550615.3663105147,10,4,42,2022
Nebraska,2022-10-30,56993638,Beverages,58055609.0,63717536.0,39394564.0,58385946.25,1204689.8115806787,10,4,43,2022
Nebraska,2022-11-13,57836379,Beverages,56993638.0,62001822.0,36955690.0,57872908.25,669642.6658905157,11,4,45,2022
Nebraska,2022-11-20,59455635,Beverages,57836379.0,62691105.0,39207616.0,58085315.25,1021826.331177151,11,4,46,2022
Nebraska,2022-11-27,57463118,Beverages,59455635.0,61544262.0,55591360.0,57937192.5,1069403.6833065925,11,4,47,2022
Nebraska,2022-12-18,60849963,Beverages,57463118.0,59888531.0,53150979.0,58901273.75,1560662.1434936814,12,4,50,2022
Nebraska,2022-12-25,61161806,Beverages,60849963.0,58606007.0,51763722.0,59732630.5,1685070.524739062,12,4,51,2022
Nebraska,2023-01-15,56199887,Beverages,61161806.0,58055609.0,52701276.0,58918693.5,2467925.200779604,1,1,2,2023
Nebraska,2023-01-22,54665878,Beverages,56199887.0,56993638.0,53101321.0,58219383.5,3280425.080502482,1,1,3,2023
Nebraska,2023-01-29,56352510,Beverages,54665878.0,57836379.0,52975864.0,57095020.25,2816147.688702239,1,1,4,2023
Nebraska,2023-02-19,56849362,Beverages,56352510.0,59455635.0,53752358.0,56016909.25,942403.264682887,2,1,7,2023
Nebraska,2023-02-26,57354969,Beverages,56849362.0,57463118.0,56276418.0,56305679.75,1167296.1878844765,2,1,8,2023
Nebraska,2023-03-19,61751231,Beverages,57354969.0,60849963.0,56673575.0,58077018.0,2483429.283884828,3,1,11,2023
Nebraska,2023-03-26,58216656,Beverages,61751231.0,61161806.0,55527165.0,58543054.5,2212018.224444299,3,1,12,2023
Nebraska,2023-04-16,63190843,Beverages,58216656.0,56199887.0,60373972.0,60128424.75,2790389.5912970584,4,2,15,2023
Nebraska,2023-04-23,63119163,Beverages,63190843.0,54665878.0,57413627.0,61569473.25,2331294.1741339643,4,2,16,2023
Nebraska,2023-04-30,64836582,Beverages,63119163.0,56352510.0,62192915.0,62340811.0,2861579.6095509985,4,2,17,2023
Nevada,2020-09-27,61668977,Beverages,62159597.0,66949515.0,56865241.0,63587322.75,2346458.290454842,9,3,39,2020
Nevada,2020-10-18,60246781,Beverages,61668977.0,65194969.0,55655905.0,61930774.75,1402939.3001225176,10,4,42,2020
Nevada,2020-10-25,58891009,Beverages,60246781.0,68326381.0,55435695.0,60741591.0,1476513.5154428289,10,4,43,2020
Nevada,2020-11-15,58025126,Beverages,58891009.0,66356210.0,55198522.0,59707973.25,1595332.24873742,11,4,46,2020
Nevada,2020-11-22,58341572,Beverages,58025126.0,66872973.0,53734862.0,58876122.0,981302.8094606401,11,4,47,2020
Nevada,2020-11-29,53400289,Beverages,58341572.0,63647744.0,52516064.0,57164499.0,2534843.4129585484,11,4,48,2020
Nevada,2020-12-13,55848431,Beverages,53400289.0,62159597.0,54479450.0,56403854.5,2288607.390507818,12,4,50,2020
Nevada,2020-12-20,55959938,Beverages,55848431.0,61668977.0,51213464.0,55887557.5,2017875.2502806026,12,4,51,2020
Nevada,2020-12-27,53278907,Beverages,55959938.0,60246781.0,51146176.0,54621891.25,1482192.9267663679,12,4,52,2020
Nevada,2021-01-17,55590850,Beverages,53278907.0,58891009.0,52519403.0,55169531.5,1269857.898189794,1,1,2,2021
Nevada,2021-01-24,54377456,Beverages,55590850.0,58025126.0,51464698.0,54801787.75,1219720.521093357,1,1,3,2021
Nevada,2021-01-31,54141629,Beverages,54377456.0,58341572.0,51884021.0,54347210.5,954129.6413459752,1,1,4,2021
Nevada,2021-02-14,57221258,Beverages,54141629.0,53400289.0,66151206.0,55332798.25,1410015.8308601545,2,1,6,2021
Nevada,2021-02-21,56002332,Beverages,57221258.0,55848431.0,61176731.0,55435668.75,1449573.4208677572,2,1,7,2021
Nevada,2021-02-28,57822290,Beverages,56002332.0,55959938.0,53269143.0,56296877.25,1624111.6291949423,2,1,8,2021
Nevada,2021-03-14,69168470,Beverages,57822290.0,53278907.0,57376305.0,60053587.5,6123575.563485846,3,1,10,2021
Nevada,2021-03-21,64935937,Beverages,69168470.0,55590850.0,59408863.0,61982257.25,6149002.934635899,3,1,11,2021
Nevada,2021-03-28,55694462,Beverages,64935937.0,54377456.0,61020764.0,61905289.75,6249903.423162972,3,1,12,2021
Nevada,2021-04-18,61428869,Beverages,55694462.0,54141629.0,60459076.0,62806934.5,5700529.65809064,4,2,15,2021
Nevada,2021-04-25,63278448,Beverages,61428869.0,57221258.0,61455634.0,61334429.0,4023606.0286395643,4,2,16,2021
Nevada,2021-05-16,66682846,Beverages,63278448.0,56002332.0,63360793.0,61771156.25,4598550.430638213,5,2,19,2021
Nevada,2021-05-23,66098473,Beverages,66682846.0,57822290.0,63040337.0,64372159.0,2461611.5462697693,5,2,20,2021
Nevada,2021-05-30,68088692,Beverages,66098473.0,69168470.0,64796347.0,66037114.75,2019896.4604110033,5,2,21,2021
Nevada,2021-06-13,67859295,Beverages,68088692.0,64935937.0,66949515.0,67182326.5,949386.459584108,6,2,23,2021
Nevada,2021-06-20,71300167,Beverages,67859295.0,55694462.0,65194969.0,68336656.75,2166504.1163300145,6,2,24,2021
Nevada,2021-06-27,70658003,Beverages,71300167.0,61428869.0,68326381.0,69476539.25,1757182.756253571,6,2,25,2021
Nevada,2021-07-18,73060444,Beverages,70658003.0,63278448.0,66356210.0,70719477.25,2160381.71758208,7,3,28,2021
Nevada,2021-07-25,70156233,Beverages,73060444.0,66682846.0,66872973.0,71293711.75,1267460.4576304937,7,3,29,2021
Nevada,2021-08-15,73839067,Beverages,70156233.0,66098473.0,63647744.0,71928436.75,1796909.978353646,8,3,32,2021
Nevada,2021-08-22,71018291,Beverages,73839067.0,68088692.0,62159597.0,72018508.75,1719357.236807668,8,3,33,2021
Nevada,2021-08-29,69929214,Beverages,71018291.0,67859295.0,61668977.0,71235701.25,1797863.6472443899,8,3,34,2021
Nevada,2021-09-19,69517287,Beverages,69929214.0,71300167.0,60246781.0,71075964.75,1947868.4004457025,9,3,37,2021
Nevada,2021-09-26,68281705,Beverages,69517287.0,70658003.0,58891009.0,69686624.25,1130583.820144666,9,3,38,2021
Nevada,2021-10-17,92490701,Beverages,68281705.0,73060444.0,58025126.0,75054726.75,11645043.890112348,10,4,41,2021
Nevada,2021-10-24,92985096,Beverages,92490701.0,70156233.0,58341572.0,80818697.25,13773827.577442912,10,4,42,2021
Nevada,2021-10-31,93071769,Beverages,92985096.0,73839067.0,53400289.0,86707317.75,12286408.025390534,10,4,43,2021
Nevada,2021-11-14,92148151,Beverages,93071769.0,71018291.0,55848431.0,92673929.25,434018.6527315189,11,4,45,2021
Nevada,2021-11-21,91842417,Beverages,92148151.0,69929214.0,55959938.0,92511858.25,610433.8803656095,11,4,46,2021
Nevada,2021-11-28,84566191,Beverages,91842417.0,69517287.0,53278907.0,90407132.0,3928870.588215561,11,4,47,2021
Nevada,2021-12-19,87815423,Beverages,84566191.0,68281705.0,55590850.0,89093045.5,3606357.5427208585,12,4,50,2021
Nevada,2021-12-26,85598096,Beverages,87815423.0,92490701.0,54377456.0,87455531.75,3223488.867851241,12,4,51,2021
Nevada,2022-01-16,87498306,Beverages,85598096.0,92985096.0,54141629.0,86369504.0,1550471.3034211993,1,1,2,2022
Nevada,2022-01-23,85908588,Beverages,87498306.0,93071769.0,57221258.0,86705103.25,1113834.5396096995,1,1,3,2022
Nevada,2022-01-30,84537714,Beverages,85908588.0,92148151.0,56002332.0,85885676.0,1224854.31602945,1,1,4,2022
Nevada,2022-02-13,88624513,Beverages,84537714.0,91842417.0,57822290.0,86642280.25,1791603.5813561608,2,1,6,2022
Nevada,2022-02-20,86424096,Beverages,88624513.0,84566191.0,69168470.0,86373727.75,1698614.4039034345,2,1,7,2022
Nevada,2022-02-27,89601702,Beverages,86424096.0,87815423.0,64935937.0,87297006.25,2269329.0268879533,2,1,8,2022
Nevada,2022-03-13,91322776,Beverages,89601702.0,85598096.0,55694462.0,88993271.75,2043968.7269274855,3,1,10,2022
Nevada,2022-03-20,94353742,Beverages,91322776.0,87498306.0,61428869.0,90425579.0,3312907.410004892,3,1,11,2022
Nevada,2022-03-27,95719422,Beverages,94353742.0,85908588.0,63278448.0,92749410.5,2789157.738433291,3,1,12,2022
Nevada,2022-04-17,99486368,Beverages,95719422.0,84537714.0,66682846.0,95220577.0,3385758.14958934,4,2,15,2022
Nevada,2022-04-24,97881485,Beverages,99486368.0,88624513.0,66098473.0,96860254.25,2274751.8219741867,4,2,16,2022
Nevada,2022-05-15,102195108,Beverages,97881485.0,86424096.0,68088692.0,98820595.75,2728234.66993614,5,2,19,2022
Nevada,2022-05-22,102231901,Beverages,102195108.0,89601702.0,67859295.0,100448715.5,2140593.565840477,5,2,20,2022
Nevada,2022-05-29,104453182,Beverages,102231901.0,91322776.0,71300167.0,101690419.0,2750075.8385645747,5,2,21,2022
Nevada,2022-06-19,107987659,Beverages,104453182.0,94353742.0,70658003.0,104216962.5,2726555.6125659663,6,2,24,2022
Nevada,2022-06-26,104905199,Beverages,107987659.0,95719422.0,73060444.0,104894485.25,2370087.345713702,6,2,25,2022
Nevada,2022-07-17,111229610,Beverages,104905199.0,99486368.0,70156233.0,107143912.5,3144132.1524643833,7,3,28,2022
Nevada,2022-07-24,107725767,Beverages,111229610.0,97881485.0,73839067.0,107962058.75,2587004.178998344,7,3,29,2022
Nevada,2022-07-31,105182079,Beverages,107725767.0,102195108.0,71018291.0,107260663.75,2934710.8954702094,7,3,30,2022
Nevada,2022-08-14,111445680,Beverages,105182079.0,102231901.0,69929214.0,108895784.0,3006063.761599539,8,3,32,2022
Nevada,2022-08-21,107279199,Beverages,111445680.0,104453182.0,69517287.0,107908181.25,2606045.8241765853,8,3,33,2022
Nevada,2022-08-28,108306289,Beverages,107279199.0,107987659.0,68281705.0,108053311.75,2608664.274235038,8,3,34,2022
Nevada,2022-09-18,102953859,Beverages,108306289.0,104905199.0,92490701.0,107496256.75,3508778.8777921326,9,3,37,2022
Nevada,2022-09-25,100958965,Beverages,102953859.0,111229610.0,92985096.0,104874578.0,3491896.7712830924,9,3,38,2022
Nevada,2022-10-16,100996830,Beverages,100958965.0,107725767.0,93071769.0,103303985.75,3462548.0270418697,10,4,41,2022
Nevada,2022-10-23,99022283,Beverages,100996830.0,105182079.0,92148151.0,100982984.25,1605144.3653767924,10,4,42,2022
Nevada,2022-10-30,95957195,Beverages,99022283.0,111445680.0,91842417.0,99233818.25,2371029.9326176518,10,4,43,2022
Nevada,2022-11-13,97492295,Beverages,95957195.0,107279199.0,84566191.0,98367150.75,2153885.6765650758,11,4,45,2022
Nevada,2022-11-20,96374656,Beverages,97492295.0,108306289.0,87815423.0,97211607.25,1370081.4784122128,11,4,46,2022
Nevada,2022-11-27,91839129,Beverages,96374656.0,102953859.0,85598096.0,95415818.75,2470959.3481493923,11,4,47,2022
Nevada,2022-12-18,93810022,Beverages,91839129.0,100958965.0,87498306.0,94879025.5,2546227.7513925615,12,4,50,2022
Nevada,2022-12-25,94688707,Beverages,93810022.0,100996830.0,85908588.0,94178128.5,1887842.2002611756,12,4,51,2022
Nevada,2023-01-15,91963891,Beverages,94688707.0,99022283.0,84537714.0,93075437.25,1403121.1869857186,1,1,2,2023
Nevada,2023-01-22,90952640,Beverages,91963891.0,95957195.0,88624513.0,92853815.0,1701723.7912299286,1,1,3,2023
Nevada,2023-01-29,90204647,Beverages,90952640.0,97492295.0,86424096.0,91952471.25,1961433.8826168831,1,1,4,2023
Nevada,2023-02-19,94316073,Beverages,90204647.0,96374656.0,89601702.0,91859312.75,1789467.495855366,2,1,7,2023
Nevada,2023-02-26,93720961,Beverages,94316073.0,91839129.0,91322776.0,92298580.25,2023985.8041579435,2,1,8,2023
Nevada,2023-03-19,103271404,Beverages,93720961.0,93810022.0,94353742.0,95378271.25,5566054.104311498,3,1,11,2023
Nevada,2023-03-26,93906382,Beverages,103271404.0,94688707.0,95719422.0,96303705.0,4651782.255504868,3,1,12,2023
Nevada,2023-04-16,101828070,Beverages,93906382.0,91963891.0,99486368.0,98181704.25,5078636.214959308,4,2,15,2023
Nevada,2023-04-23,101025635,Beverages,101828070.0,90952640.0,97881485.0,100007872.75,4172440.6773691652,4,2,16,2023
Nevada,2023-04-30,107343566,Beverages,101025635.0,90204647.0,102195108.0,101025913.25,5514946.872464037,4,2,17,2023
New Hampshire,2020-09-27,33508107,Beverages,33158475.0,38178048.0,30666339.0,34056902.25,1209177.9757199744,9,3,39,2020
New Hampshire,2020-10-18,32058522,Beverages,33508107.0,37873622.0,29490225.0,33112375.5,740249.3552763185,10,4,42,2020
New Hampshire,2020-10-25,31626288,Beverages,32058522.0,37820712.0,29239812.0,32587848.0,890182.6494388696,10,4,43,2020
New Hampshire,2020-11-15,32130985,Beverages,31626288.0,36552859.0,29354792.0,32330975.5,815771.6491561871,11,4,46,2020
New Hampshire,2020-11-22,32459420,Beverages,32130985.0,35836629.0,30142040.0,32068803.75,342721.2015602793,11,4,47,2020
New Hampshire,2020-11-29,32125005,Beverages,32459420.0,33724398.0,30115314.0,32085424.5,343667.1523402718,11,4,48,2020
New Hampshire,2020-12-13,31861670,Beverages,32125005.0,33158475.0,32255625.0,32144270.0,244765.13501042503,12,4,50,2020
New Hampshire,2020-12-20,32669917,Beverages,31861670.0,33508107.0,30736142.0,32279003.0,357419.57891625323,12,4,51,2020
New Hampshire,2020-12-27,33244408,Beverages,32669917.0,32058522.0,31135066.0,32475250.0,613365.3740574794,12,4,52,2020
New Hampshire,2021-01-17,32167010,Beverages,33244408.0,31626288.0,27847797.0,32485751.25,605681.5661844006,1,1,2,2021
New Hampshire,2021-01-24,31240085,Beverages,32167010.0,32130985.0,29302521.0,32330355.0,849738.2931581571,1,1,3,2021
New Hampshire,2021-01-31,31471486,Beverages,31240085.0,32459420.0,30183516.0,32030747.25,899899.9745258294,1,1,4,2021
New Hampshire,2021-02-14,31543625,Beverages,31471486.0,32125005.0,35697445.0,31605551.5,396068.11684229993,2,1,6,2021
New Hampshire,2021-02-21,31847487,Beverages,31543625.0,31861670.0,35486245.0,31525670.75,250588.14922282842,2,1,7,2021
New Hampshire,2021-02-28,32073495,Beverages,31847487.0,32669917.0,30528128.0,31734023.25,278862.20782121504,2,1,8,2021
New Hampshire,2021-03-14,38286894,Beverages,32073495.0,33244408.0,32103743.0,33437875.25,3239960.6530432208,3,1,10,2021
New Hampshire,2021-03-21,38079480,Beverages,38286894.0,32167010.0,30844385.0,35071839.0,3594857.23407509,3,1,11,2021
New Hampshire,2021-03-28,33192866,Beverages,38079480.0,31240085.0,34103279.0,35408183.75,3237827.3657686347,3,1,12,2021
New Hampshire,2021-04-18,33368292,Beverages,33192866.0,31471486.0,37866615.0,35731883.0,2832693.807791447,4,2,15,2021
New Hampshire,2021-04-25,34360725,Beverages,33368292.0,31543625.0,37102777.0,34750340.75,2278212.3783647246,4,2,16,2021
New Hampshire,2021-05-16,36880947,Beverages,34360725.0,31847487.0,37318376.0,34450707.5,1699798.9519772634,5,2,19,2021
New Hampshire,2021-05-23,40747388,Beverages,36880947.0,32073495.0,38284287.0,36339338.0,3289694.456392873,5,2,20,2021
New Hampshire,2021-05-30,40502697,Beverages,40747388.0,38286894.0,38520872.0,38122939.25,3068538.142830924,5,2,21,2021
New Hampshire,2021-06-13,40628716,Beverages,40502697.0,38079480.0,38178048.0,39689937.0,1875323.2846580553,6,2,23,2021
New Hampshire,2021-06-20,41412909,Beverages,40628716.0,33192866.0,37873622.0,40822927.5,405811.9705253618,6,2,24,2021
New Hampshire,2021-06-27,40777134,Beverages,41412909.0,33368292.0,37820712.0,40830364.0,404235.77638058015,6,2,25,2021
New Hampshire,2021-07-18,38963245,Beverages,40777134.0,34360725.0,36552859.0,40445501.0,1045069.259413626,7,3,28,2021
New Hampshire,2021-07-25,39836006,Beverages,38963245.0,36880947.0,35836629.0,40247323.5,1073518.887225408,7,3,29,2021
New Hampshire,2021-08-15,41839783,Beverages,39836006.0,40747388.0,33724398.0,40354042.0,1236811.8628217787,8,3,32,2021
New Hampshire,2021-08-22,39861527,Beverages,41839783.0,40502697.0,33158475.0,40125140.25,1216975.8820122918,8,3,33,2021
New Hampshire,2021-08-29,38398796,Beverages,39861527.0,40628716.0,33508107.0,39984028.0,1413471.391213141,8,3,34,2021
New Hampshire,2021-09-19,36264701,Beverages,38398796.0,41412909.0,32058522.0,39091201.75,2353481.9658697746,9,3,37,2021
New Hampshire,2021-09-26,36027614,Beverages,36264701.0,40777134.0,31626288.0,37638159.5,1825940.4867976967,9,3,38,2021
New Hampshire,2021-10-17,50137669,Beverages,36027614.0,38963245.0,32130985.0,40207195.0,6705638.848100754,10,4,41,2021
New Hampshire,2021-10-24,49095898,Beverages,50137669.0,39836006.0,32459420.0,42881470.5,7789491.0694448035,10,4,42,2021
New Hampshire,2021-10-31,47991923,Beverages,49095898.0,41839783.0,32125005.0,45813276.0,6582341.668995568,10,4,43,2021
New Hampshire,2021-11-14,50090022,Beverages,47991923.0,39861527.0,31861670.0,49328878.0,1012457.6407340077,11,4,45,2021
New Hampshire,2021-11-21,50209311,Beverages,50090022.0,38398796.0,32669917.0,49346788.5,1031979.9197996408,11,4,46,2021
New Hampshire,2021-11-28,47449321,Beverages,50209311.0,36264701.0,33244408.0,48935144.25,1420631.3832169562,11,4,47,2021
New Hampshire,2021-12-19,52082493,Beverages,47449321.0,36027614.0,32167010.0,49957786.75,1905039.6039096543,12,4,50,2021
New Hampshire,2021-12-26,50332518,Beverages,52082493.0,50137669.0,31240085.0,50018410.75,1914485.479031965,12,4,51,2021
New Hampshire,2022-01-16,50778008,Beverages,50332518.0,49095898.0,31471486.0,50160585.0,1954094.415629058,1,1,2,2022
New Hampshire,2022-01-23,47083638,Beverages,50778008.0,47991923.0,31543625.0,50069164.25,2124356.710831835,1,1,3,2022
New Hampshire,2022-01-30,49473197,Beverages,47083638.0,50090022.0,31847487.0,49416840.25,1647043.027990946,1,1,4,2022
New Hampshire,2022-02-13,49266745,Beverages,49473197.0,50209311.0,32073495.0,49150397.0,1531703.5209754754,2,1,6,2022
New Hampshire,2022-02-20,48294873,Beverages,49266745.0,47449321.0,38286894.0,48529613.25,1092346.239172781,2,1,7,2022
New Hampshire,2022-02-27,48623462,Beverages,48294873.0,52082493.0,38079480.0,48914569.25,549199.2944960129,2,1,8,2022
New Hampshire,2022-03-13,50181120,Beverages,48623462.0,50332518.0,33192866.0,49091550.0,830994.7234084392,3,1,10,2022
New Hampshire,2022-03-20,50241876,Beverages,50181120.0,50778008.0,33368292.0,49335332.75,1020864.5343463805,3,1,11,2022
New Hampshire,2022-03-27,50208272,Beverages,50241876.0,47083638.0,34360725.0,49813682.5,793869.3641439609,3,1,12,2022
New Hampshire,2022-04-17,54171549,Beverages,50208272.0,49473197.0,36880947.0,51200704.25,1980719.057589,4,2,15,2022
New Hampshire,2022-04-24,50093975,Beverages,54171549.0,49266745.0,40747388.0,51178918.0,1996091.4293096245,4,2,16,2022
New Hampshire,2022-05-15,56179144,Beverages,50093975.0,48294873.0,40502697.0,52663235.0,3014662.3635075074,5,2,19,2022
New Hampshire,2022-05-22,60562858,Beverages,56179144.0,48623462.0,40628716.0,55251881.5,4352677.524649129,5,2,20,2022
New Hampshire,2022-05-29,59898217,Beverages,60562858.0,50181120.0,41412909.0,56683548.5,4797917.554286964,5,2,21,2022
New Hampshire,2022-06-19,60192376,Beverages,59898217.0,50241876.0,40777134.0,59208148.75,2037564.2645782365,6,2,24,2022
New Hampshire,2022-06-26,60473076,Beverages,60192376.0,50208272.0,38963245.0,60281631.75,300395.60803089314,6,2,25,2022
New Hampshire,2022-07-17,61159798,Beverages,60473076.0,54171549.0,39836006.0,60430866.75,539665.3228383776,7,3,28,2022
New Hampshire,2022-07-24,61319367,Beverages,61159798.0,50093975.0,41839783.0,60786154.25,539912.3661832395,7,3,29,2022
New Hampshire,2022-07-31,61426229,Beverages,61319367.0,56179144.0,39861527.0,61094617.5,428579.3814005372,7,3,30,2022
New Hampshire,2022-08-14,61682529,Beverages,61426229.0,60562858.0,38398796.0,61396980.75,219600.25371323494,8,3,32,2022
New Hampshire,2022-08-21,60013247,Beverages,61682529.0,59898217.0,36264701.0,61110343.0,747103.618289547,8,3,33,2022
New Hampshire,2022-08-28,58858242,Beverages,60013247.0,60192376.0,36027614.0,60495061.75,1315101.4237949804,8,3,34,2022
New Hampshire,2022-09-18,54738525,Beverages,58858242.0,60473076.0,50137669.0,58823135.75,2959604.2513218294,9,3,37,2022
New Hampshire,2022-09-25,53724331,Beverages,54738525.0,61159798.0,49095898.0,56833586.25,3069539.772343878,9,3,38,2022
New Hampshire,2022-10-16,53561160,Beverages,53724331.0,61319367.0,47991923.0,55220564.5,2480416.474083132,10,4,41,2022
New Hampshire,2022-10-23,52365557,Beverages,53561160.0,61426229.0,50090022.0,53597393.25,972458.7837800207,10,4,42,2022
New Hampshire,2022-10-30,51488264,Beverages,52365557.0,61682529.0,50209311.0,52784828.0,1055497.2980811778,10,4,43,2022
New Hampshire,2022-11-13,52772276,Beverages,51488264.0,60013247.0,47449321.0,52546814.25,862769.4021210134,11,4,45,2022
New Hampshire,2022-11-20,52552324,Beverages,52772276.0,58858242.0,52082493.0,52294605.25,562674.7615294743,11,4,46,2022
New Hampshire,2022-11-27,52622465,Beverages,52552324.0,54738525.0,50332518.0,52358832.25,587584.3475657355,11,4,47,2022
New Hampshire,2022-12-18,54150225,Beverages,52622465.0,53724331.0,50778008.0,53024322.5,756186.906343709,12,4,50,2022
New Hampshire,2022-12-25,57231236,Beverages,54150225.0,53561160.0,47083638.0,54139062.5,2189327.7963716784,12,4,51,2022
New Hampshire,2023-01-15,51751831,Beverages,57231236.0,52365557.0,49473197.0,53938939.25,2408347.047689539,1,1,2,2023
New Hampshire,2023-01-22,50802224,Beverages,51751831.0,51488264.0,49266745.0,53483879.0,2868098.399665651,1,1,3,2023
New Hampshire,2023-01-29,51809478,Beverages,50802224.0,52772276.0,48294873.0,52898692.25,2925052.300277538,1,1,4,2023
New Hampshire,2023-02-19,51575358,Beverages,51809478.0,52552324.0,48623462.0,51484722.75,465772.5059564143,2,1,7,2023
New Hampshire,2023-02-26,51669988,Beverages,51575358.0,52622465.0,50181120.0,51464262.0,451713.00194998586,2,1,8,2023
New Hampshire,2023-03-19,57543103,Beverages,51669988.0,54150225.0,50241876.0,53149481.75,2930658.9176650327,3,1,11,2023
New Hampshire,2023-03-26,52159634,Beverages,57543103.0,57231236.0,50208272.0,53237020.75,2882118.5082707675,3,1,12,2023
New Hampshire,2023-04-16,55834718,Beverages,52159634.0,51751831.0,54171549.0,54301860.75,2850215.915369146,4,2,15,2023
New Hampshire,2023-04-23,54460243,Beverages,55834718.0,50802224.0,50093975.0,54999424.5,2274726.5268845684,4,2,16,2023
New Hampshire,2023-04-30,55296067,Beverages,54460243.0,51809478.0,56179144.0,54437665.5,1620549.9150449918,4,2,17,2023
New Mexico,2020-09-27,41678895,Beverages,43001755.0,47877363.0,38656091.0,43094553.25,1443713.202971741,9,3,39,2020
New Mexico,2020-10-18,42993936,Beverages,41678895.0,44376192.0,37190917.0,42569468.75,622176.0902297589,10,4,42,2020
New Mexico,2020-10-25,40888289,Beverages,42993936.0,47534421.0,35596520.0,42140718.75,1041029.0668789818,10,4,43,2020
New Mexico,2020-11-15,41802323,Beverages,40888289.0,46196595.0,37154366.0,41840860.75,868848.5739584253,11,4,46,2020
New Mexico,2020-11-22,41377705,Beverages,41802323.0,45094274.0,37217286.0,41765563.25,900054.6324101237,11,4,47,2020
New Mexico,2020-11-29,36433805,Beverages,41377705.0,42603289.0,36401029.0,40125530.5,2489324.6582944947,11,4,48,2020
New Mexico,2020-12-13,39015532,Beverages,36433805.0,43001755.0,39343627.0,39657341.25,2474112.8516835254,12,4,50,2020
New Mexico,2020-12-20,41418275,Beverages,39015532.0,41678895.0,35439725.0,39561329.25,2368316.6283302545,12,4,51,2020
New Mexico,2020-12-27,38397644,Beverages,41418275.0,42993936.0,36269989.0,38816314.0,2054387.383222064,12,4,52,2020
New Mexico,2021-01-17,40053652,Beverages,38397644.0,40888289.0,36273269.0,39721275.75,1321660.0264234312,1,1,2,2021
New Mexico,2021-01-24,38188273,Beverages,40053652.0,41802323.0,35944340.0,39514461.0,1518912.9340759905,1,1,3,2021
